data,forn,area,eta,m,f,d1,d2,dpi,db1,db2,db3,N1,N2,ISTAT,reg
2020-12-31,Pfizer/BioNTech,PAB,12-19,9.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAB,20-29,66.0,55.0,121.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAB,30-39,94.0,68.0,162.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAB,40-49,123.0,103.0,225.0,0.0,1.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAB,50-59,144.0,140.0,283.0,0.0,1.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAB,60-69,81.0,29.0,110.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAB,70-79,13.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAB,80-89,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH1,4.0,Provincia Autonoma Bolzano / Bozen
2020-12-31,Pfizer/BioNTech,PAT,12-19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,20-29,32.0,92.0,124.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,30-39,68.0,123.0,191.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,40-49,55.0,216.0,271.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,50-59,92.0,257.0,349.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,60-69,81.0,86.0,167.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,70-79,61.0,77.0,138.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,80-89,76.0,204.0,279.0,0.0,1.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PAT,90+,21.0,190.0,211.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH2,4.0,Provincia Autonoma Trento
2020-12-31,Pfizer/BioNTech,PIE,12-19,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,20-29,119.0,252.0,370.0,0.0,1.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,30-39,262.0,398.0,658.0,0.0,2.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,40-49,264.0,701.0,964.0,0.0,1.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,50-59,399.0,935.0,1331.0,0.0,3.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,60-69,269.0,231.0,500.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,70-79,19.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,80-89,22.0,35.0,57.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PIE,90+,4.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2020-12-31,Pfizer/BioNTech,PUG,12-19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,20-29,72.0,132.0,204.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,30-39,167.0,194.0,361.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,40-49,190.0,232.0,422.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,50-59,213.0,199.0,410.0,0.0,2.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,60-69,130.0,65.0,195.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,70-79,6.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,80-89,8.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,PUG,90+,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2020-12-31,Pfizer/BioNTech,SAR,30-39,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-31,Pfizer/BioNTech,SAR,40-49,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-31,Pfizer/BioNTech,SAR,50-59,8.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-31,Pfizer/BioNTech,SAR,60-69,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-31,Pfizer/BioNTech,SAR,70-79,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2020-12-31,Pfizer/BioNTech,SIC,12-19,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-31,Pfizer/BioNTech,SIC,20-29,72.0,94.0,166.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-31,Pfizer/BioNTech,SIC,30-39,87.0,93.0,179.0,0.0,1.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-31,Pfizer/BioNTech,SIC,40-49,117.0,119.0,236.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-31,Pfizer/BioNTech,SIC,50-59,147.0,116.0,263.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-31,Pfizer/BioNTech,SIC,60-69,97.0,51.0,148.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-31,Pfizer/BioNTech,SIC,70-79,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2020-12-31,Pfizer/BioNTech,TOS,20-29,5.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,TOS,30-39,11.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,TOS,40-49,8.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,TOS,50-59,19.0,40.0,58.0,0.0,1.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,TOS,60-69,25.0,47.0,72.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,TOS,70-79,48.0,86.0,133.0,0.0,1.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,TOS,80-89,60.0,198.0,258.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,TOS,90+,26.0,179.0,203.0,0.0,2.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2020-12-31,Pfizer/BioNTech,UMB,20-29,9.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2020-12-31,Pfizer/BioNTech,UMB,30-39,26.0,37.0,63.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2020-12-31,Pfizer/BioNTech,UMB,40-49,30.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2020-12-31,Pfizer/BioNTech,UMB,50-59,35.0,73.0,108.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2020-12-31,Pfizer/BioNTech,UMB,60-69,36.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2020-12-31,Pfizer/BioNTech,VDA,20-29,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2020-12-31,Pfizer/BioNTech,VDA,30-39,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2020-12-31,Pfizer/BioNTech,VDA,40-49,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2020-12-31,Pfizer/BioNTech,VDA,50-59,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2020-12-31,Pfizer/BioNTech,VDA,60-69,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2020-12-31,Pfizer/BioNTech,VEN,12-19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,20-29,92.0,256.0,297.0,0.0,51.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,30-39,186.0,314.0,468.0,0.0,32.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,40-49,201.0,563.0,738.0,0.0,26.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,50-59,278.0,691.0,956.0,0.0,13.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,60-69,234.0,162.0,389.0,0.0,7.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,70-79,18.0,29.0,43.0,0.0,4.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,80-89,24.0,74.0,97.0,0.0,1.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2020-12-31,Pfizer/BioNTech,VEN,90+,6.0,92.0,97.0,0.0,1.0,0.0,0.0,0.0,ITH,ITH3,5.0,Veneto
